step,scenario_001_calm,scenario_002_high_vol,scenario_003_jump,scenario_004_weak_mean_reversion,scenario_005_stress,scenario_006_calm,scenario_007_high_vol,scenario_008_jump,scenario_009_weak_mean_reversion,scenario_010_stress,scenario_011_calm,scenario_012_high_vol,scenario_013_jump,scenario_014_weak_mean_reversion,scenario_015_stress,scenario_016_calm,scenario_017_high_vol,scenario_018_jump,scenario_019_weak_mean_reversion,scenario_020_stress,scenario_021_calm,scenario_022_high_vol,scenario_023_jump,scenario_024_weak_mean_reversion,scenario_025_stress,scenario_026_calm,scenario_027_high_vol,scenario_028_jump,scenario_029_weak_mean_reversion,scenario_030_stress,scenario_031_calm,scenario_032_high_vol,scenario_033_jump,scenario_034_weak_mean_reversion,scenario_035_stress,scenario_036_calm,scenario_037_high_vol,scenario_038_jump,scenario_039_weak_mean_reversion,scenario_040_stress,scenario_041_calm,scenario_042_high_vol,scenario_043_jump,scenario_044_weak_mean_reversion,scenario_045_stress,scenario_046_calm,scenario_047_high_vol,scenario_048_jump,scenario_049_weak_mean_reversion,scenario_050_stress
67,1.625721611411151,1.6365218703111817,1.5804859146711863,1.6289993341832802,1.6567290362745908,1.6389984430758815,1.594198668198434,1.5986357524810986,1.624732590830352,1.6821120047641716,1.6268720466948694,1.6323886899344406,1.6269754134403696,1.6597474885121712,1.7385522787713352,1.6555127682735555,1.6437120868478994,1.6106988847878585,1.7108761000874066,1.6970913779594399,1.6464193852553808,1.6318014804055643,1.6356018547845699,1.6899178104864252,1.5799027079013064,1.6394350268713527,1.6315647955048307,1.6337609954815897,1.6266457869954365,1.6441708319251203,1.6225260585920656,1.6097792075651178,1.5928500337131348,1.629707885082683,1.695763543955453,1.6345022640163491,1.6398968281055786,1.6230787484131226,1.6214522170697474,1.6340656999753538,1.634711866657928,1.6247401212151042,1.6372793804798982,1.6314093438388855,1.611131304102838,1.6453053214056181,1.6299141508624764,1.6423899069538177,1.6249852230279846,1.6241402804634344
68,1.6285263573846542,1.6427182059241352,1.5744895380505055,1.6267800800599492,1.6667989967334793,1.637414935609516,1.588528877315502,1.60046272700328,1.6211781525671254,1.6781264837061016,1.6248014672362023,1.6325372629762387,1.6262512778348714,1.6537349470251175,1.7558525451013813,1.6526042321399754,1.6436880114577077,1.6095301828518247,1.7125031650838305,1.686117978846019,1.6416297471519905,1.6377525780358753,1.6460513293330314,1.6768888360867558,1.5922415458844525,1.6420838486793663,1.6373123975483286,1.6394344749920626,1.6260428278147356,1.6379014301309132,1.6237513957073504,1.603997976840856,1.5950377346686024,1.6378671564762837,1.7088236383999926,1.6400121027732124,1.64652319543518,1.6159977974964748,1.614504668580461,1.64404014754304,1.6341042998015052,1.6358453748359105,1.640322660708594,1.6463778295898817,1.6141711526142526,1.646584258931371,1.6355385696539424,1.6405166125795332,1.6241637182459148,1.6276312889713358
69,1.6253454681364805,1.648079973786173,1.578972400345413,1.6245840060201562,1.6652261204303775,1.6338682863109295,1.5897651915873483,1.6066663697239607,1.6257960878171305,1.6885941015820987,1.6250064009799623,1.6287670088270656,1.6256211278486388,1.661177736458634,1.7614155653827972,1.6531834408750041,1.6542763754740941,1.605097325603025,1.70749679191872,1.6889764692985398,1.6309341617401916,1.6431864914491332,1.6505643458355805,1.671584539358589,1.5696328767626435,1.6461763171240233,1.6367778955724295,1.6415720405618064,1.6257348945824774,1.6441853548701044,1.624436832155988,1.6106763207468753,1.5901601909927876,1.639455735516012,1.7045576085349912,1.6358941414574528,1.64373934754165,1.62180894853552,1.6141548565728316,1.6243080552951865,1.6331123329374684,1.6501751725233182,1.652915681715625,1.6396393700842955,1.6237061281585605,1.637771897921236,1.6323837997705126,1.646867292056971,1.6246439343786563,1.6283410987881546
70,1.6244268488007299,1.6487527905414148,1.5794541343286648,1.6214237469795054,1.6693131174179001,1.6354508811433217,1.575888226896303,1.6021999623524403,1.6248878527771695,1.688215039712062,1.6262816999675782,1.6259701535008269,1.629064798826249,1.6583911728457945,1.7594822483761807,1.6490940789468531,1.6437034192052824,1.6009764611896051,1.7029273634049313,1.6987528580210478,1.6292121890504017,1.6497303058192807,1.6568022928664037,1.6694609811286554,1.5628118144096461,1.6451522360119288,1.631450143249673,1.6313428101528575,1.62772951984525,1.642606481406131,1.627917799686223,1.6162578763155853,1.5932516981782707,1.643013574313404,1.712683567032986,1.6337077394767057,1.643474374407364,1.6234485471564417,1.6076613606008627,1.619244104822894,1.6212777856506753,1.644044894000406,1.6466001887302628,1.6440658105492982,1.6190311099682744,1.6335503708317294,1.6405047828165247,1.6492036598218267,1.629104083740353,1.6184181438227843
71,1.6249984617281965,1.6261705602884626,1.5837646040975777,1.6148911339952539,1.6920044359614204,1.636280059407576,1.5735296462326778,1.5744288780343962,1.617873644627146,1.6776250772201748,1.624413412864659,1.6261738681297153,1.6301677913224004,1.6478487609067407,1.7528757950666167,1.6471501753539166,1.6437254791157245,1.5993388436311253,1.7000077290746636,1.690905236649437,1.6256653487361115,1.648312454543372,1.6496167293542006,1.6706316384900772,1.5834893057283579,1.6486144270853555,1.6355926345410592,1.6319944662253603,1.6276937131256068,1.6360528874585782,1.620796244797948,1.613422562899064,1.58963443004846,1.638182283486066,1.7040488505008187,1.6287592125473094,1.6406618294716968,1.619267578834542,1.6045389066644977,1.6165694046501728,1.6218584203108715,1.6405859629199815,1.645052180724114,1.6537275136603256,1.624349136376645,1.6335786451241443,1.6382884597807368,1.6411959561221494,1.6260892168755814,1.5986824171160618
72,1.6235364083057413,1.6139141931188148,1.587440498292838,1.6089142164355756,1.6915289761797532,1.633286656080225,1.5766265006815972,1.5797418727562704,1.6112104288550109,1.6686165734237717,1.6244481358697924,1.6307545187449457,1.6346864563790395,1.646777811042486,1.7623516649079578,1.644812637119148,1.651536205606492,1.6113802353690954,1.6922145907878003,1.6963293435459614,1.626950628703451,1.6443758239595043,1.6395585566890922,1.6749160922387898,1.5916708207145696,1.647018625517861,1.6453127246929529,1.6359727968983497,1.6237006018647222,1.6352931089886413,1.6209448380347373,1.6096086918997845,1.5970474525391107,1.6442141135515307,1.7532139753660196,1.6277629921545311,1.643780516408262,1.6231015305378036,1.6054268685751016,1.6113436516020623,1.6243434499879779,1.6391267667138012,1.6446183332126552,1.6569274542577652,1.6271576321984715,1.6330716613574632,1.637442343105359,1.6346137937556942,1.6243824054125304,1.6127836161325637
73,1.6261441700201755,1.6065837304804256,1.6010373450679498,1.607059967938454,1.6928569434005751,1.6371227276475242,1.5790893446640772,1.5868530089128412,1.6197362527089367,1.6511343742962517,1.6206873906500567,1.6330834416583655,1.635660915253873,1.6462208638026459,1.7542470015408982,1.6526768911168184,1.6501051817431616,1.6253434144281207,1.6860740927552527,1.6987161029629105,1.6290077042826674,1.648665808546599,1.638350516350323,1.6717128673221007,1.58077131620849,1.6504384245376256,1.6412635470070962,1.6328013537526325,1.6194182387892204,1.6374194331863785,1.6167545571092965,1.6131021727146517,1.6038666323192572,1.660638943962476,1.7422360125385838,1.6337849987803335,1.6668112462792923,1.6235474770375606,1.6024148718222013,1.600814549282894,1.6244911513738038,1.6418789735721215,1.6359804264000513,1.6521131989715874,1.6233620928195986,1.6329075334922276,1.635349002294936,1.6335172067633117,1.6311830952885096,1.6031758550662862
74,1.6237581149781763,1.604670364295021,1.6087017918426645,1.6076710687930156,1.690798759093519,1.6318844625555333,1.5839495077798407,1.5765081404967598,1.6172075345302799,1.6353239161342974,1.6224622392574741,1.6354047356514694,1.628962223711363,1.6413486742046215,1.738412540514745,1.6521470664186524,1.641752142677132,1.6323195240795412,1.6813586832438925,1.7860396812029806,1.6268035447315894,1.648885070887765,1.636492403048563,1.6753344034026831,1.5748079256791387,1.6408463110031275,1.6469930422955634,1.622134231781285,1.620902050870246,1.6597103470089938,1.619841875482231,1.6124973113598773,1.609311353421185,1.660046646927948,1.725512860939583,1.6199574909407892,1.6658870245096375,1.6259418991615415,1.6003863079398633,1.587272430510097,1.6292673470974923,1.6461443562978966,1.635914329185191,1.654358706041249,1.6005721211390946,1.6381398753442584,1.6299847158442595,1.6311145924689234,1.625316240178343,1.6121733238063793
75,1.6249548976143295,1.6093239929254106,1.5968451124257153,1.6099120248299152,1.6959520116126865,1.6330171170650811,1.5790680407074047,1.5800837381672221,1.621145748179236,1.6310485695320405,1.6221350033930189,1.6374032169739134,1.635199003256846,1.6430744076990684,1.7282502720180515,1.6494741016498216,1.6511874218657594,1.6254148882223534,1.6910672248719325,1.7915548774996748,1.6333900712902791,1.6592485438336058,1.6368177311093313,1.6792336207137644,1.564976225145169,1.6394483709263985,1.6472933755780594,1.6233607770621203,1.628463257818549,1.667910218048196,1.614844818168327,1.6301776782583315,1.6148423892918993,1.6598948230421644,1.741414596174725,1.6255254610607688,1.6651832468098893,1.631630620346642,1.6023512527285133,1.5882558565127065,1.632800509834007,1.6468826866112818,1.6405910258717011,1.6532020835364107,1.5959756477980889,1.6451821120731445,1.6606432925623658,1.6378552561793285,1.6194777864369223,1.6035664820793183
76,1.626235340468457,1.6034777756919747,1.593029641524452,1.6105508294884805,1.6832014516388802,1.6318083696012458,1.5839144152082993,1.5759379896503212,1.6223368511840963,1.6466374579627263,1.6218966121812601,1.6351898894024546,1.6343319866993191,1.6384473892828897,1.720417489228362,1.6407350869034152,1.6536849216946221,1.625971511910649,1.694689120940742,1.790442106462319,1.6284113857417626,1.673583103330926,1.6327653663412554,1.6759189298158914,1.5554829379985242,1.6394819051581442,1.6485209859464005,1.621967883711679,1.6319764418449139,1.6558011843578173,1.6164613632877947,1.6365779905051145,1.621954687296077,1.6618971627640746,1.7492557226786687,1.626919110229127,1.6632671690778882,1.6318154239921574,1.6044787587311344,1.5740221340039737,1.6336814341303234,1.6353006218998167,1.6382938859750968,1.6558359908735163,1.5863187808041794,1.6425322289542366,1.6426374904971686,1.6308207176227907,1.618807810498195,1.6107678653358557
77,1.6232359005719563,1.6031966292612891,1.592250445089176,1.6150070682798818,1.6878414680590719,1.6286765592892796,1.599472082098782,1.5814423746623698,1.622400062430267,1.6472922050668681,1.6211630670875092,1.6294577367543341,1.6337963980338672,1.630879460056291,1.7410393032291671,1.6416309537029534,1.6658808535489715,1.627521479594787,1.6887691983597866,1.7700487469925945,1.6278770172951353,1.6729152757355896,1.6349910912753085,1.6780912294873578,1.56272609655558,1.6410242807514193,1.6510948461085126,1.6254382690701197,1.6237885728231902,1.6542409141092769,1.6185439417594611,1.6288974180511806,1.6351937586553285,1.6757624131403357,1.7477765003742731,1.6255072678126963,1.6552436802148065,1.6312239151606998,1.608134393040002,1.5712246310450249,1.6356962334402416,1.636242548446132,1.6372233902095152,1.6486465936041614,1.581373770933246,1.6433241635817846,1.6342688036949629,1.625249005104848,1.6280031924464642,1.6011759354557376
78,1.6215335439281313,1.6050289908875273,1.6006063681824592,1.6106528599582293,1.696229624055987,1.6300523570375747,1.6072029107641896,1.5917953688489248,1.6194201450803458,1.6405885168453427,1.6212461872787227,1.6303877939006706,1.6329288583215984,1.6268285506971285,1.7276363827716557,1.645324523123832,1.6682974398857717,1.6379581569965578,1.686726200729574,1.7669399323334882,1.630340217882234,1.6542765845075271,1.6243978590877044,1.6776908611389902,1.5576676731624202,1.636996052130617,1.6524340957991457,1.6194206763797148,1.6225043586131311,1.6406629435852558,1.6277309002312426,1.6297015735359366,1.6356542373142637,1.6716557844208546,1.7419135368184988,1.6287356463442328,1.6523740079210514,1.624708513931707,1.6022043474626513,1.5506015577264913,1.6283243422496778,1.6355855015612841,1.6347435794328307,1.6530286221980848,1.582503373292182,1.6418369535673976,1.6376035852651887,1.6262429985292182,1.6289349288187223,1.4179307709209985
79,1.6194627207648715,1.6080880384505982,1.6134761365835868,1.6105480165982138,1.6858264436133679,1.6309674196714128,1.6095107768077843,1.5916165563069196,1.616072740404817,1.6408076344819285,1.61733884814205,1.6323313719815271,1.6253397337003035,1.6393482448828463,1.7468202444492096,1.6473223799814345,1.669488106966667,1.6446468067198758,1.6931951934407588,1.763352351104852,1.6286326188727205,1.6491097502437766,1.6183400234645486,1.66793248848711,1.562525221120719,1.6413444719133103,1.6496912034403173,1.6196171978195757,1.6134145660926211,1.6571139182157766,1.6245966628191955,1.6172020944136223,1.6347413707458693,1.6602429077923184,1.7277748200025613,1.6263766931368018,1.6464778993003393,1.614983027357393,1.605797806720697,1.5496170147411397,1.6292371955533222,1.63028947660401,1.6277830107044355,1.654026138760929,1.5749112970616883,1.6472374133075591,1.6502324673176652,1.63118531747258,1.6261372551602205,1.4578148398028445
80,1.6197678934961188,1.6018119153822041,1.6090122962936428,1.6154578566066236,1.6882297674881916,1.6348565879496042,1.621938407219489,1.6020168381890831,1.618512419396763,1.6426621087720046,1.6208016037245718,1.6421464317256371,1.6198773444526315,1.6409530293790198,1.7500126693435127,1.6471471041295063,1.6684308175203837,1.6476926078666496,1.6887652819239634,1.7630734949798372,1.6317448241149688,1.6349108289314618,1.620576905000742,1.671078373517691,1.558447477497315,1.6364730747083558,1.6545756702094816,1.6189589654876426,1.6157280495028232,1.6564532560305987,1.6491922996641304,1.6269309156354503,1.6417965320652788,1.6560811264005582,1.7457571887946002,1.6218574067061777,1.6403193096660071,1.619710125856595,1.6037178991562095,1.5439826687575244,1.6287423676682686,1.6365298694520363,1.627905438461378,1.6530844953178583,1.5822985436401795,1.6551128184659565,1.632219343284059,1.6298246095968794,1.622236502733824,1.4388336677136997
81,1.6291678266606038,1.5932831677715087,1.6104733037194667,1.6169631141939174,1.6962443584631977,1.6354043313840658,1.6147647478015763,1.607443726229958,1.6175464208537809,1.6601502634635812,1.6181949881562399,1.6480642204188287,1.6217176490505814,1.627345447011524,1.7386584464368915,1.6407379389756955,1.6750074862464752,1.6488906478551417,1.6762568816594607,1.7546093648838867,1.634281085697638,1.6173494011365812,1.653675088435745,1.674208828844372,1.5703394827311645,1.6211380003610967,1.647814504818829,1.6121258833773182,1.6212840502218215,1.6640131518493853,1.6430540428047669,1.633729668231062,1.6415668394861744,1.6625947771321679,1.7474494439719401,1.6222207614918196,1.6375238312774443,1.622159952772247,1.5920211979746581,1.539476630091786,1.6312939316627497,1.646210622995859,1.6295398100483496,1.6537990327464756,1.5882817328421095,1.6578492681026098,1.6270488732331017,1.6204873838268041,1.6200214149095122,1.4447474866716763
82,1.633486459643047,1.5845477919772928,1.610388436612306,1.6135026837123312,1.6944046936920718,1.6292194849283141,1.626774553825518,1.6135061320841209,1.6205157162645059,1.6546687178436466,1.61861877220818,1.6542367394119923,1.6260358904980987,1.629465833005612,1.731460693438156,1.6429273559768254,1.677505284378704,1.6490741850878328,1.6800713695959135,1.7403686304061632,1.639845411418047,1.6164251753225893,1.654613338682547,1.684512352405136,1.5609999356588047,1.6194784140325535,1.6408118121993887,1.6115378483958454,1.6244152235405809,1.6506184258765788,1.6435794469475569,1.6404915363097372,1.6313479407163474,1.6560921337635082,1.732769059300828,1.6173070607074969,1.627920737148953,1.6199495643698303,1.5832844672467352,1.5426412390803212,1.6269062936733802,1.6478078337396866,1.6316868596859493,1.645512426974746,1.6058215085895648,1.66360537031193,1.617576563822271,1.6215729599473991,1.62136364539559,1.4501228178362013
83,1.6274315809284348,1.5901716673808692,1.6168184705234643,1.619612523264217,1.6549400033940538,1.6270826548162929,1.6396330604082232,1.6103471968253789,1.6199350682637792,1.6454872545644446,1.6228683007832694,1.6542194934975438,1.6156068453358723,1.6282916647386871,1.724948138380603,1.641096897142694,1.6976691581245773,1.644494346266171,1.6759433893796036,1.7333120531282633,1.6362184339780534,1.6078076062240194,1.65426617712532,1.6856878182281,1.5713553873515613,1.6182751693648034,1.6483359891209135,1.6048101883015444,1.6261227843130326,1.6461051090298209,1.6449126478329283,1.641319205397951,1.6239592748112037,1.656829246647497,1.7230034354707442,1.6196613852484611,1.6220135049318385,1.6130963917764791,1.5723903583441354,1.5428928844852405,1.620047779553078,1.6401269652225103,1.627658383901313,1.653163723286118,1.6078117386901063,1.6548386547323832,1.6275170281423605,1.6298703329294866,1.6211605219199885,1.4625413853819718
84,1.6233811744694768,1.5950782216225265,1.6128370805956458,1.6081988210215405,1.6451335896122126,1.6283805922490335,1.6366063820603445,1.607183444491468,1.6251532045909665,1.6465023058736392,1.6238446490314113,1.653567811617774,1.6291625531688714,1.6253251394639447,1.7177074092050002,1.6371165780993335,1.6828229038437108,1.6426291887494509,1.670618051128095,1.7199012724087603,1.634821306769294,1.5995760753671473,1.6530489017265102,1.6855712896901125,1.5812377953066508,1.618767484525685,1.6529691141581517,1.6030848327455096,1.6320740611329483,1.6399597284854952,1.643033454409197,1.6567471952607549,1.6272765666699482,1.6563389811835858,1.705538971051364,1.6176671981589617,1.6200906191997875,1.6125781094493916,1.5690412913516087,1.5359018062428766,1.6167952639948862,1.6324826979112357,1.628969036206067,1.6442791429366639,1.6210930686750291,1.6535946919438067,1.6183940775345786,1.6487517898605775,1.61874357277972,1.4578055712559368
85,1.619432163671319,1.5950646384174823,1.6223551615620864,1.6116159212464423,1.6332441304066883,1.6310563268853753,1.6260935081558554,1.6093278968033333,1.6386655369394756,1.6674860288682707,1.6206988895690349,1.6469080638004574,1.631394128853695,1.625055551475659,1.7110999227328851,1.6317468384384386,1.6698528013465845,1.6398485363809725,1.6716226022189784,1.6645932541173059,1.633969066970107,1.5973303984411877,1.6568091082564491,1.684297253476637,1.5816261656555357,1.6186150692033898,1.6509793602200187,1.6004558907632758,1.6292806703596385,1.6423737238653306,1.6427781666418055,1.6591415548030806,1.6227021811121702,1.6564620104108652,1.6993562533343902,1.6228522695237848,1.6255327090612632,1.6258234191929966,1.5658139929174384,1.538068502789906,1.6170381591801246,1.624999490024187,1.6269911854958783,1.6412233457465901,1.6039669112463195,1.6299413910667269,1.6174202015929522,1.6410029476335628,1.6247040249293005,1.4497278202800143
86,1.6270102920883278,1.607894366061541,1.6266159767207542,1.6145746528849827,1.6279529123853418,1.6318392881170904,1.6232390888026815,1.6052192433453356,1.639695829232112,1.6727565800943396,1.6190248917905534,1.6317069110757172,1.62826052156047,1.6184118456764354,1.700779543919545,1.626076429602176,1.6683204890590486,1.647891409074203,1.6711697762861422,1.6648655834440604,1.6354610151573388,1.603567541977765,1.6643816928672015,1.6815639481897906,1.5915202474104535,1.6215863401864328,1.6453893624902933,1.6131044959290919,1.624391515311446,1.6229193236368922,1.6410589043918267,1.6595558591052613,1.6353537673619902,1.6470213247541867,1.699558941807535,1.6313309343943152,1.619358363354395,1.6298356445135076,1.5695618631966786,1.5400477932006373,1.6224439157260853,1.6241139109852156,1.612931151390117,1.6407347900118365,1.6172511183688374,1.6305979606394079,1.6100530911956026,1.639107013036391,1.6229940254656392,1.4506442696259008
87,1.6302040828828928,1.6083481707232088,1.628543386989149,1.6229326230805408,1.6275404246036975,1.6292612156880981,1.6253580601876048,1.5995404722628253,1.6341556867718752,1.677415977757387,1.615947491703197,1.634801194339612,1.6257778325960577,1.6160466234986555,1.6836918799993146,1.6221530134713311,1.6691647580104807,1.6355573946776272,1.67343781868507,1.6865080084951258,1.6387854033337714,1.609999605475119,1.6645987070395611,1.6726145969747537,1.5914293015373544,1.6234819762864496,1.662902862924748,1.614547734308941,1.6236317928720387,1.6189930892432445,1.6403801051788205,1.6536435436226176,1.638509072992414,1.6501415818785337,1.6863882144212203,1.636646227771976,1.634929962407795,1.6247081681372177,1.5743048582285402,1.5422343291005247,1.6218251967802348,1.637037013030353,1.622217511850551,1.6400922635954875,1.6291958027384317,1.6355417143651105,1.6091926677655637,1.6404793488885436,1.6259436719270552,1.4545847600474482
88,1.6295889513889348,1.6104335137968,1.6240724649347165,1.6213908065679774,1.6389791021248277,1.6290140488686329,1.6155610282677488,1.6046873660923904,1.6309346215995288,1.6972624557400082,1.6172131341029314,1.6464690085709064,1.6266028076028756,1.614590849791483,1.6961711593142141,1.6265769417410392,1.668049346948942,1.6394931771934205,1.6755721357231426,1.703701481394531,1.6403558862814112,1.625295304917157,1.6666734589849073,1.6724018534514449,1.5783023486052044,1.6266553930593728,1.6647456216463448,1.6178278218241482,1.6216013716571496,1.6037421042738291,1.6469759767030152,1.6470365883143585,1.6369572090463054,1.6539329046446285,1.6865160050326744,1.6253858295480854,1.640793984486323,1.6225121615878795,1.5754218021638733,1.5582569346980555,1.6154307714434848,1.6298605600418645,1.6292197417128194,1.6415560557215643,1.6331872484371772,1.6359163888468076,1.6035447350462206,1.6494332101335998,1.6210800939915802,1.469250318461103
89,1.6285233210700347,1.6110681102917461,1.621091971045431,1.6226580865573998,1.6347704918167194,1.6256715125228267,1.6201506659952638,1.615662207872798,1.6277363363026511,1.7235454519364428,1.62439460326518,1.647631162373202,1.6286988752040745,1.6102893869870665,1.6940606167229073,1.6279429293479215,1.6663939576431952,1.641372726259634,1.673888183064935,1.7065789652287078,1.6387528006219478,1.616901882602515,1.6358858039508815,1.6687904470385593,1.5725374765075626,1.6286247634934263,1.6601966269384432,1.612112907384249,1.6252168980510882,1.6041690867663307,1.642798125985027,1.6478092728093914,1.6359021112745622,1.661811250425549,1.666603456980238,1.627862199373329,1.6532748622115618,1.6194924105918393,1.5787960142583877,1.5548006251994393,1.614776844795473,1.6358521641236037,1.6442951190241901,1.637653931991444,1.6218550236214702,1.6339442415795917,1.6062421588832991,1.6461798605997766,1.6135149245383817,1.48484690495167
90,1.6303964308528298,1.6166529438777484,1.6314225540279528,1.62276578671497,1.6123762051413917,1.6241737001281695,1.6255181885772563,1.6182502092745652,1.6209698147384015,1.7219854806591919,1.6273723896291818,1.645741174091881,1.6276801319793557,1.6017945328936452,1.7001362968751315,1.621619899399336,1.6615012879637248,1.627851313181147,1.6667652022455222,1.6946300823463656,1.6302558079021254,1.607671452104342,1.6255748617449373,1.66913469499435,1.5957375661597517,1.6293229902723858,1.6475279210874372,1.6108664992416346,1.6307465128171663,1.6141725736923855,1.6408071970242593,1.6406185200679901,1.6286352018928174,1.6576146712269524,1.6488657248097527,1.6313414075737256,1.6526252631232092,1.618962465239328,1.5780747356025568,1.565183906740993,1.620405665191336,1.6258344778243845,1.6416422140254274,1.637093413395719,1.6088931434052576,1.6258167512863173,1.603173044633098,1.6436433326891604,1.6184056798627469,1.51378753845444
91,1.6316293036736447,1.622096342934662,1.6316389727926959,1.6137669048141154,1.6311637938082018,1.628414722681761,1.618868598218235,1.6178155918165336,1.6180444712121858,1.7267878905336738,1.62581613696582,1.639650947683594,1.6270597668229156,1.6034801356021664,1.7013135775378012,1.6168237661728149,1.6491098578393466,1.6303005501081826,1.6674033463186715,1.708229378558535,1.6308717017933105,1.6158933169399239,1.6295906890054284,1.6759069289526731,1.6045143693537658,1.6276223950058952,1.6489810679252537,1.6116906886366644,1.6287731047018308,1.6177793593573553,1.6455676759667008,1.6406541351989847,1.6287469898903013,1.656883901256209,1.635046052246847,1.6307788648613848,1.6542230827575295,1.609221390263699,1.5779194021120952,1.5763850004894697,1.62027716624302,1.6222849498477347,1.62965433995754,1.6343749746024123,1.6195425283353087,1.6241301342412473,1.591287647711124,1.643286048200612,1.6212210559911775,1.5291602873906798
92,1.62861821525676,1.6250488387072946,1.6278026590570005,1.612935546657104,1.6449340604249425,1.6267480771940404,1.6222969037944515,1.6173228124383094,1.6169046752633385,1.7295167710254429,1.6271541860766605,1.6337267531933206,1.6257663220324965,1.6074592059129855,1.7020501068466616,1.6135448084115558,1.6432014794963183,1.6278403448254468,1.6674380671104687,1.693481787435265,1.633161642196268,1.6056398266599738,1.629672677734551,1.6684846194575378,1.6101441809793977,1.6310776466832173,1.6543851060481398,1.6005280045953791,1.6268217966397625,1.6306433018582394,1.6457228074730945,1.6434242630402678,1.6288358180960676,1.6534837900445385,1.649585427214751,1.62943888814513,1.6556546111841255,1.6107544527005735,1.5849830080245202,1.569241774477525,1.6182109798385895,1.627369017370935,1.632462913686581,1.6399524348177985,1.641757866404382,1.624950609881453,1.591532417700039,1.6461675768911563,1.6287090228602263,1.5251128467601394
93,1.639486489657777,1.6214494597541798,1.6270128352777642,1.6070488982242048,1.6302756850442848,1.6306512595152431,1.6224087615081015,1.6207053078800577,1.6281405528339716,1.726649613056708,1.6227162055998496,1.6321938681248387,1.6285536888913914,1.6073372692675416,1.7131745484734582,1.6101488574748208,1.6490847607467496,1.628115428359607,1.6668629995512017,1.6955773248320423,1.633592858843925,1.6168657406909874,1.6376927977011455,1.6747589260377167,1.6015767010056838,1.6309412389901905,1.6566600469136186,1.6039616264849086,1.6190665476791595,1.6490168816318136,1.6505148180944573,1.6423655745995684,1.6315968956546074,1.6518429454540684,1.6362074368051278,1.6244366386336362,1.648892895310665,1.6091719145170926,1.57960017841162,1.563551465655686,1.6250729861691635,1.629285968790581,1.6375525479086095,1.637163733011366,1.6352374477693081,1.6305605413816426,1.5929079961288375,1.6468034876893025,1.62789207764177,1.5192051168981306
94,1.6399777525102117,1.6143593664933171,1.621813969744961,1.6046711048087983,1.6194026679896063,1.6304734126449354,1.629350205437798,1.6303926887069384,1.6346606570100863,1.7349042026275265,1.6243207766793109,1.6323946488175314,1.622848179806559,1.6042344139095903,1.719120222327363,1.6101544050268835,1.6460451490891603,1.6274312367441148,1.6670861729577608,1.702137513428618,1.6338959862202505,1.6196493991837568,1.6414768456107596,1.6738608440015372,1.5744019728694942,1.6281048747496298,1.6409310887840485,1.6041838303361067,1.6154011986485086,1.665786660846631,1.6441824872451265,1.6351930723752242,1.631839867756513,1.6479426214783512,1.6280295735366865,1.6236394655400304,1.6502930210891926,1.622168992938045,1.5731870814573585,1.5661965172222105,1.6248503657229283,1.6183576679328202,1.631687863890079,1.6393073682794066,1.6318471460382278,1.6284055030439641,1.5949023070682884,1.6498970829894957,1.6328165596051327,1.5274517014472069
95,1.6399425752526358,1.6127109692329284,1.620446253963595,1.6065175922453745,1.6143891495548024,1.6281844919918065,1.6430204595885933,1.6224583153291354,1.6407693076450547,1.7453199342479446,1.623435380988689,1.63037012275162,1.6162395207053848,1.616885354827656,1.6975631937896132,1.6159991455316753,1.646102254937459,1.6309049811659744,1.673621033012711,1.691865333337051,1.6296997434695977,1.6242761717077876,1.6389739887874573,1.668524575270007,1.590115176016114,1.6237238504063687,1.656352784538761,1.6099461019880412,1.616083173055226,1.6679610444291229,1.644528159627706,1.6305760882214189,1.6293173786326822,1.6450615335836503,1.6446126638710141,1.6250121310649577,1.6457353386725129,1.601310277513049,1.574198815202491,1.5558920094844775,1.6254890843377277,1.6264474933672481,1.628301090235355,1.6323302495802843,1.6212694676343995,1.6312291913258554,1.5915224389928913,1.6581499272057298,1.6227069277655393,1.5360075557170993
96,1.639916892450259,1.6158866424897238,1.6134905928575847,1.6125456216876048,1.619409907117538,1.630218003423015,1.6409838962393553,1.6303979510968554,1.643159425312264,1.7395119422738403,1.6271921653463013,1.6265333738381726,1.6151929405148797,1.615355828325665,1.693926568597388,1.6097388311031968,1.64926996104529,1.6279788940782096,1.6650163543772287,1.6883164907701627,1.6353388226777006,1.6290102630932926,1.6495250949710758,1.6793684934271131,1.583028039386422,1.6233180618037084,1.657557079704773,1.6127633545470221,1.615784866773683,1.667791344363193,1.6449406511571272,1.6402742795893608,1.6440958083107235,1.6560793684955692,1.6404346854130007,1.6236856702283613,1.6459848501685757,1.6036479050943864,1.5740735849459364,1.5572587271613159,1.6293713276699564,1.616944739673839,1.6400783907759675,1.63743550450856,1.6564275409567861,1.6348280868153071,1.5981461011997218,1.651012788858303,1.6280042570552762,1.5380169779191422
