,KO,PEP,XOM,CVX,MSFT,AAPL,JPM,BAC
2024-03-18,73.4648,74.4286,90.8405,89.8259,97.6642,97.7254,127.2216,127.2798
2024-03-19,74.039,74.9028,91.9158,91.2026,98.0503,98.2583,129.2491,128.7235
2024-03-20,73.936,74.9819,91.7177,90.887,96.6159,96.6631,129.2191,129.1324
2024-03-21,73.7262,74.438,91.464,90.5099,97.563,97.7935,128.7616,128.9934
2024-03-22,72.8232,73.3755,90.4506,89.6915,96.4464,96.3829,126.1975,126.0398
2024-03-25,72.6809,73.9024,90.5397,89.6558,96.188,95.9559,126.2222,126.6231
2024-03-26,73.1997,73.8901,91.775,90.8121,98.1213,97.9165,127.5063,128.1041
2024-03-27,73.9844,74.6415,92.4632,91.4012,98.755,98.6061,127.3757,127.5425
2024-03-28,75.2662,76.0355,93.5171,92.2049,100.5157,100.695,129.5102,130.0963
2024-03-29,76.3523,77.2033,94.3687,93.4852,101.1767,100.9718,130.7566,131.0254
2024-04-01,76.6413,77.4175,93.3739,92.3407,100.7688,100.6985,131.2325,131.9862
2024-04-02,77.9788,78.8331,95.0079,93.8816,102.1244,102.3409,133.2227,134.3403
2024-04-03,78.1722,79.019,96.4068,95.3976,102.5556,102.4173,132.9752,132.8797
2024-04-04,78.2328,79.164,96.9099,96.2356,103.3586,103.59,134.8994,135.4922
2024-04-05,77.6795,78.0246,96.7007,95.8591,102.9166,102.4882,134.5456,135.3125
2024-04-08,77.3345,78.6893,96.7963,95.786,103.1269,102.6294,133.5191,133.4816
2024-04-09,76.37,77.288,96.0303,95.023,101.2687,101.2626,130.5839,130.7966
2024-04-10,76.8312,77.9543,97.5421,96.8492,102.3272,102.3364,132.9744,132.9903
2024-04-11,76.4666,77.0625,96.6001,95.0014,101.4067,100.9603,132.1777,132.4101
2024-04-12,77.1057,77.8933,97.3376,96.5691,102.9671,103.1277,133.6017,133.8231
2024-04-15,77.2986,78.0402,97.2827,95.7428,102.9138,103.1931,133.7291,134.1164
2024-04-16,78.1009,79.3544,98.6383,97.2041,103.4744,103.021,136.0671,136.8616
2024-04-17,78.8462,79.5977,100.6864,99.4184,104.0175,104.2987,136.9043,136.5599
2024-04-18,79.9477,81.0506,102.2853,101.8029,105.601,104.6862,138.599,138.7188
2024-04-19,80.6547,81.4221,103.0417,102.4578,106.6436,106.8251,139.2694,140.1425
2024-04-22,80.0858,80.8766,101.0347,100.2023,104.9985,104.527,137.7606,138.5425
2024-04-23,79.8314,80.6425,100.7267,99.8291,104.2492,104.4998,138.8868,139.0166
2024-04-24,79.2164,80.3372,100.041,98.5116,102.4413,102.1218,137.5862,138.2365
2024-04-25,79.179,79.5084,98.9337,98.1396,101.9609,101.9069,138.4528,139.2841
2024-04-26,80.1676,80.633,99.5224,98.5684,103.7387,103.4396,141.1334,141.3831
2024-04-29,80.7735,81.1,100.0578,99.007,104.0668,103.9964,141.9504,141.7542
2024-04-30,79.9389,80.4782,99.9068,99.051,103.7704,104.3312,143.5987,143.9774
2024-05-01,79.3072,79.924,98.7635,97.8001,103.09,103.0346,144.3178,144.9895
2024-05-02,79.2952,79.7503,98.7006,98.1593,103.2085,103.7153,145.746,145.2623
2024-05-03,78.2073,78.8958,96.8902,95.6385,102.0514,101.8541,143.0046,142.9374
2024-05-06,77.8026,78.2012,96.44,95.8692,101.2677,101.6599,143.6435,143.8113
2024-05-07,78.3136,78.933,97.0321,96.1506,102.1322,101.5898,143.8728,143.5609
2024-05-08,79.3521,80.4822,97.5274,96.7962,103.9638,103.6997,145.83,144.616
2024-05-09,80.3927,81.3143,98.6792,98.0946,105.043,104.6427,144.7852,144.5635
2024-05-10,79.0581,79.9151,97.0985,96.034,102.6077,102.8578,141.9594,141.058
2024-05-13,79.0018,79.5908,97.7818,97.0607,102.777,102.6402,141.2584,140.3952
2024-05-14,79.9258,80.2954,97.9817,97.1517,102.901,102.0745,141.339,140.2664
2024-05-15,80.1827,80.6545,98.4135,97.4315,103.6528,103.0447,141.1754,141.3938
2024-05-16,81.5102,82.2701,99.9641,98.984,105.6961,105.0739,144.8056,143.9359
2024-05-17,79.9303,80.8966,98.4951,97.6569,102.4036,102.452,143.2787,142.8632
2024-05-20,79.2707,80.2849,97.1262,96.223,101.6067,101.6501,144.7084,144.3666
2024-05-21,79.4383,80.3948,97.1034,96.4739,102.1555,101.8882,144.8782,144.3694
2024-05-22,78.2349,78.8768,95.2801,94.6209,99.7536,99.5111,144.1271,143.6976
2024-05-23,78.9519,79.8367,96.1921,95.5084,101.3542,101.487,144.1885,143.9727
2024-05-24,79.4536,80.2523,96.8521,96.8014,101.1552,100.714,144.6187,144.2963
2024-05-27,80.5702,81.3842,97.6468,97.263,102.0023,102.0355,144.793,144.1737
2024-05-28,79.8437,81.2023,97.4344,96.7858,102.3382,102.3721,143.9751,143.3346
2024-05-29,80.342,80.7848,98.4009,97.9123,103.7247,103.5866,144.504,144.3187
2024-05-30,81.0003,81.8235,99.1184,98.3194,104.7012,104.6384,145.4286,145.2926
2024-05-31,81.14,82.2749,99.7336,99.0851,105.1761,104.9849,144.7139,144.9636
2024-06-03,81.5778,82.0181,99.5465,98.9728,105.072,105.0927,144.5823,145.1224
2024-06-04,81.6486,82.3082,99.6937,98.8925,106.3177,105.6681,144.7158,144.997
2024-06-05,81.5769,82.1986,99.2974,98.9218,106.4384,106.3124,144.7296,144.3461
2024-06-06,81.2442,81.9406,97.4759,97.001,106.1336,106.1553,144.7637,143.8103
2024-06-07,81.3076,81.6961,98.7171,98.1763,105.2465,105.118,145.893,145.6227
2024-06-10,81.4713,82.4341,99.8188,99.1329,106.6506,106.4713,144.923,144.3579
2024-06-11,82.6503,83.6675,99.9369,100.3223,107.4048,107.071,146.0789,145.8075
2024-06-12,81.8862,82.8519,99.7599,98.9877,105.9143,105.9127,145.8505,145.9356
2024-06-13,81.9064,82.5138,99.3841,98.2187,105.7079,105.4182,146.1069,146.0821
2024-06-14,83.2154,84.047,100.7406,99.6633,106.9547,106.3242,147.5849,148.3758
2024-06-17,82.9625,83.5125,99.8111,99.4337,106.2491,106.1994,147.6385,147.7644
2024-06-18,82.2395,82.9303,99.9272,99.6445,105.7825,104.9206,146.7037,147.4303
2024-06-19,82.443,83.7882,100.0687,99.2289,105.6923,105.4436,146.438,146.7412
2024-06-20,83.1331,83.9348,100.7247,100.5065,106.7938,106.3706,148.2415,148.6278
2024-06-21,83.3976,83.8546,101.21,100.7152,106.8105,106.3375,148.288,148.1334
2024-06-24,84.5984,85.4049,102.8046,102.0009,107.7605,107.3981,149.3965,148.9753
2024-06-25,85.1252,85.5257,103.3465,102.5257,108.4076,107.7489,149.7079,149.6874
2024-06-26,85.6709,86.164,104.2611,103.6031,110.0684,109.7139,150.3182,150.4926
2024-06-27,86.0203,86.581,106.3222,105.754,110.1476,109.6886,150.4302,150.4414
2024-06-28,87.879,88.5953,108.5916,107.8202,113.1044,112.4827,154.9132,154.6498
2024-07-01,87.6696,88.7613,108.4377,107.3197,113.9483,113.9776,155.0285,155.3761
2024-07-02,86.6364,87.5393,106.5103,105.608,111.675,111.3475,153.4702,153.0322
2024-07-03,88.1258,88.997,108.7794,108.5253,112.0182,111.8794,156.0553,155.2672
2024-07-04,87.6593,88.1399,108.5031,107.6777,112.119,112.2541,154.6256,154.2503
2024-07-05,88.4745,89.0462,108.6471,108.0532,111.9898,112.1277,153.4121,153.4619
2024-07-08,89.0084,89.8179,108.9405,108.3533,112.6494,112.5302,154.3138,154.1105
2024-07-09,86.8868,87.5098,106.59,106.0215,110.8147,110.435,151.1398,151.3152
2024-07-10,85.9593,86.6338,105.1162,104.4885,109.3054,108.5289,149.4213,150.042
2024-07-11,84.4567,85.3059,103.5565,103.2269,108.4073,108.0967,147.9438,148.4611
2024-07-12,83.9423,84.5864,103.2012,102.7961,107.727,107.6645,147.477,147.3327
2024-07-15,83.9399,84.7191,104.0375,103.4775,109.0039,108.6583,150.001,149.3564
2024-07-16,84.2691,85.3957,103.9375,103.0922,109.6878,108.0763,150.4541,150.1017
2024-07-17,85.3692,86.0038,104.2457,103.6803,109.6405,109.4025,151.6279,151.7704
2024-07-18,84.6179,85.5752,103.9186,103.1716,108.1693,107.8853,151.5581,151.7019
2024-07-19,83.0663,83.8652,102.2123,101.3455,105.5949,104.9733,147.9864,147.889
2024-07-22,82.8562,83.1401,102.3937,102.5037,105.9729,105.7635,148.5997,148.8121
2024-07-23,82.2553,82.6637,101.542,100.4195,105.8215,105.4558,148.9015,149.169
2024-07-24,82.0971,82.5877,102.5824,102.1619,106.4162,105.6216,150.1296,149.396
2024-07-25,82.732,83.2584,102.7413,101.795,107.112,106.9664,151.0347,151.2629
2024-07-26,82.7429,83.4375,102.8214,102.1377,107.4593,106.5628,150.4684,149.9646
2024-07-29,82.9074,83.8556,104.4353,104.4481,108.0054,107.4667,149.314,149.5958
2024-07-30,82.9371,84.0434,104.6607,103.571,107.5084,106.9996,149.7513,150.0114
2024-07-31,83.0281,83.9546,104.7901,103.8175,107.5239,106.8796,149.9213,149.0087
2024-08-01,82.1447,82.8986,104.533,103.7971,106.7639,106.4695,148.1888,147.7925
2024-08-02,81.9528,82.2897,104.0225,103.0715,106.8769,106.8974,148.3614,147.8495
2024-08-05,81.5764,82.4883,104.0317,103.5878,107.6723,107.6268,146.947,146.2904
2024-08-06,82.3689,83.2843,104.8312,103.9557,107.536,107.3577,148.6848,149.1789
2024-08-07,82.3885,83.3723,105.3114,104.7133,106.6041,105.7005,148.816,149.7639
2024-08-08,82.9222,84.4066,105.4761,104.2452,106.9542,106.1934,148.9847,148.8378
2024-08-09,82.0805,83.3834,105.0914,103.7545,107.2193,106.9399,148.8195,149.14
2024-08-12,81.6911,82.9113,104.4958,103.6858,106.5302,106.1983,147.651,148.3844
2024-08-13,82.7049,83.4798,105.1661,103.8789,107.296,106.8205,149.3977,149.5975
2024-08-14,80.684,81.559,103.2638,103.0138,104.8413,105.2487,147.3125,147.4025
2024-08-15,79.6122,80.5893,102.0001,100.8282,104.1148,103.9903,145.3375,145.3963
2024-08-16,78.4293,79.2511,101.6924,100.5691,102.7426,102.8118,143.6762,144.0602
2024-08-19,77.1627,78.2684,99.705,99.0069,100.4381,100.6134,140.5472,140.9478
2024-08-20,76.765,77.8664,99.3887,98.4079,100.181,100.0447,138.9922,139.2902
2024-08-21,77.6871,78.4673,100.2758,98.9672,101.3901,101.973,141.4515,141.4406
2024-08-22,77.498,78.8232,100.1443,99.8563,100.428,99.9891,141.724,141.3395
2024-08-23,78.0868,79.1393,99.9413,98.7277,99.8872,99.5717,141.6927,140.7122
2024-08-26,78.8296,79.4655,100.9684,99.9913,101.9051,101.3312,143.7226,143.7704
2024-08-27,79.8708,80.9256,102.1512,101.1903,103.579,103.7117,146.9819,145.9314
2024-08-28,79.3778,80.5236,101.8826,101.2147,103.6863,103.6022,148.0318,147.8303
2024-08-29,80.4071,81.7098,103.2882,102.5763,105.0339,104.535,149.6676,149.5628
2024-08-30,80.3261,81.33,103.5708,102.4616,105.0573,104.4675,148.6403,147.7864
2024-09-02,79.4806,80.7855,102.5148,101.5693,104.3811,104.5098,146.5601,146.1254
2024-09-03,79.0853,80.2236,101.9277,101.0173,104.0013,103.8018,145.2618,146.1856
2024-09-04,77.5634,78.3559,100.2271,99.6561,102.8231,102.9968,144.5384,144.4548
2024-09-05,76.8403,77.6051,98.8002,97.7249,103.0526,102.6772,142.6413,142.0894
2024-09-06,76.8728,78.2077,98.228,98.1092,102.2066,102.0354,141.3567,141.7108
2024-09-09,77.5428,78.8899,99.5805,98.5948,103.7472,103.5009,141.4009,141.0503
2024-09-10,78.4936,79.6873,102.1424,101.2684,105.159,104.6636,143.0588,142.2352
2024-09-11,77.8704,79.2904,101.1353,99.8967,103.5948,103.2731,141.2378,141.3912
2024-09-12,78.3856,79.7017,100.9336,99.7019,103.5698,102.9403,140.7198,140.328
2024-09-13,77.3167,78.5524,99.7671,98.738,102.8756,102.7526,140.517,140.5661
2024-09-16,77.2421,78.1177,100.2818,99.1675,103.6445,103.554,141.0871,140.5342
2024-09-17,77.1647,78.6698,100.2001,99.2439,102.924,102.9745,142.9911,142.8529
2024-09-18,76.2371,77.4165,97.9854,96.9218,101.6276,101.5454,139.434,139.1742
2024-09-19,76.8419,77.8001,98.8867,98.3334,102.4992,102.1716,142.2487,140.7092
2024-09-20,76.703,77.5539,97.7375,96.8001,101.6118,101.8362,142.6674,142.2291
2024-09-23,76.4555,77.5625,98.0213,97.0521,100.6759,100.7118,141.5397,140.8131
2024-09-24,75.8771,76.5403,97.0126,96.2584,99.7322,99.9264,139.8318,139.8047
2024-09-25,75.9226,77.0952,96.3335,96.0004,98.752,98.9837,138.0665,137.6012
2024-09-26,76.1369,76.9724,95.9764,95.4934,98.5081,98.2834,137.7256,137.4416
2024-09-27,76.0406,77.1776,95.3397,94.8128,98.7204,98.6716,137.3627,136.464
2024-09-30,76.2538,77.2438,95.8351,94.9223,98.5151,98.6486,137.7381,136.7821
2024-10-01,76.3986,77.4556,96.0105,95.1469,99.6644,99.1084,137.0881,136.5576
2024-10-02,77.3623,78.3001,97.6726,96.7056,100.1141,99.6424,140.805,139.9524
2024-10-03,76.9843,78.0497,98.0664,97.8365,99.644,99.0689,140.644,140.5888
2024-10-04,76.4155,77.9211,97.1471,96.6914,97.5664,97.441,139.2302,138.4801
2024-10-07,76.9918,78.4183,98.4241,97.4524,98.1939,98.0508,140.6584,139.3669
2024-10-08,76.4934,77.684,98.8619,97.9961,97.4352,96.919,140.2145,139.1688
2024-10-09,77.4877,78.6188,100.1082,99.1331,99.3307,99.2093,141.521,141.2741
2024-10-10,77.9401,79.2762,100.3867,99.3687,99.6012,99.411,141.8978,141.1194
2024-10-11,77.6393,79.0736,100.8463,100.0908,99.0346,99.2132,141.9996,141.2185
2024-10-14,78.0206,78.9679,101.5932,100.529,98.705,99.1546,142.9742,142.7642
2024-10-15,79.2275,80.4,103.5137,103.1463,99.7287,99.7526,145.2925,144.3994
2024-10-16,80.4249,81.2047,105.0133,104.4326,101.6045,101.2557,149.1754,147.5653
2024-10-17,81.1345,82.5918,104.738,104.2513,101.442,101.4368,148.906,148.0415
2024-10-18,81.1838,82.8728,104.9077,104.1846,101.5845,101.4282,149.5029,149.0129
2024-10-21,81.9591,83.2358,106.1849,105.0459,101.0611,100.9461,150.4988,149.7958
2024-10-22,81.2764,82.0095,105.1299,104.3452,100.2071,99.8901,150.653,149.2855
2024-10-23,81.6262,83.0129,106.3394,105.1762,101.0033,100.717,151.8381,151.6437
2024-10-24,81.6598,82.6532,107.2499,106.6349,102.09,101.8388,151.8654,151.3459
2024-10-25,81.4111,82.5038,108.2983,107.216,101.3312,101.3981,152.5603,152.1459
2024-10-28,80.912,82.3342,107.9477,106.8398,100.2526,100.2752,151.3613,150.9217
2024-10-29,79.3919,80.7309,105.9336,104.8151,98.4787,98.8936,149.9779,148.6363
2024-10-30,78.1138,79.2451,104.5054,103.8383,96.9885,97.0085,147.4235,146.9475
2024-10-31,77.341,78.4142,103.1577,101.5153,95.4313,95.3733,145.2213,145.1437
2024-11-01,77.2568,78.5056,101.9473,101.3977,96.0317,95.6578,145.3459,145.3524
2024-11-04,76.9105,78.0143,101.9874,100.7988,95.481,94.9565,145.6747,145.4757
2024-11-05,78.5601,79.4851,104.3482,102.6903,96.7961,96.4385,149.7906,149.4136
2024-11-06,79.3546,80.4583,106.0058,104.494,98.0992,97.6245,150.256,148.8746
2024-11-07,78.8416,80.0345,105.6593,103.8881,97.4306,96.4186,149.7164,149.065
2024-11-08,78.8187,79.928,106.2077,105.1248,98.095,97.5294,148.0807,147.1373
2024-11-11,78.5656,79.3863,107.3531,105.6508,97.578,97.7326,147.5275,147.5342
2024-11-12,78.5837,79.9794,107.1882,105.8648,96.5507,96.4001,145.8011,145.7967
2024-11-13,78.5059,79.0496,107.3441,106.2916,96.3272,95.9789,144.9904,143.9391
2024-11-14,78.9797,80.0727,107.1567,105.5644,97.9301,97.6688,145.864,145.1822
2024-11-15,78.3391,79.3712,107.5767,106.0136,98.263,97.2965,143.973,143.4777
2024-11-18,79.0322,80.2462,108.2456,106.3337,99.7235,99.3288,144.476,144.2877
2024-11-19,78.596,79.8706,106.8674,105.2713,98.4117,98.2879,142.567,141.3497
2024-11-20,78.5986,80.0172,107.1712,106.507,98.9602,98.4558,143.0459,141.6735
2024-11-21,80.4984,81.4992,110.6043,109.2636,100.9235,99.9845,145.7672,145.4717
2024-11-22,81.188,82.4727,111.6278,109.8257,100.3082,99.8085,146.4769,145.058
2024-11-25,81.5603,82.7928,112.9341,111.0332,101.2691,101.2427,148.2395,148.0738
2024-11-26,81.7597,82.4997,112.7587,111.0509,102.3457,101.9573,149.4524,149.4734
2024-11-27,82.2159,83.8694,113.7171,111.9367,103.6757,102.724,151.3919,151.6825
2024-11-28,81.8424,82.7125,113.9562,111.9374,103.377,103.6557,149.3749,149.0206
2024-11-29,81.8228,83.1205,114.254,112.4834,102.6558,101.8639,150.2602,150.2274
2024-12-02,81.6957,82.9185,113.2311,111.021,101.3487,100.9198,149.0122,149.0715
2024-12-03,82.1583,83.3107,114.4452,112.1556,101.9234,101.2105,149.703,149.1496
2024-12-04,81.8004,82.723,113.6606,111.8492,101.557,100.8089,147.5173,148.0895
2024-12-05,81.8146,83.0898,114.1153,111.7293,102.2465,101.6253,148.9375,149.2235
2024-12-06,82.5493,83.2482,115.8279,114.0036,104.1624,103.8605,152.283,151.9217
2024-12-09,83.4105,84.4327,116.9433,114.7565,104.0853,104.076,152.592,152.6916
2024-12-10,83.2914,84.1712,117.6958,114.7476,103.8708,103.3224,151.6056,151.5778
2024-12-11,83.6944,84.5056,118.5895,116.2865,103.8219,103.1597,152.1963,152.578
2024-12-12,83.2191,84.3318,118.3184,115.4229,104.1238,103.9945,150.549,150.4139
2024-12-13,84.5786,85.8211,119.7272,117.6362,104.814,104.7108,153.5184,153.7077
2024-12-16,83.819,84.6211,117.9848,115.5604,103.3106,103.1261,151.0376,150.7166
2024-12-17,83.4099,84.5142,118.5445,116.8269,103.0483,102.8357,149.3685,149.0368
2024-12-18,82.0034,82.9292,116.2879,114.3342,100.9863,100.6749,146.0212,146.0967
2024-12-19,80.5342,81.234,115.3388,112.651,100.2965,99.9387,143.8773,143.5018
2024-12-20,81.7549,82.6023,116.6994,113.6485,100.9354,100.5435,146.322,146.6268
2024-12-23,82.2029,83.0891,117.7782,115.1349,101.5248,101.4967,145.9569,146.3926
2024-12-24,81.1705,81.9732,116.9411,114.0661,100.8426,101.2388,146.1126,145.8486
2024-12-25,79.9092,81.0344,115.6102,113.7746,98.2508,98.0627,144.574,144.81
2024-12-26,77.7497,78.8082,113.5309,111.0659,95.2443,95.0422,139.7169,139.5552
2024-12-27,77.4708,78.0939,112.7896,110.6355,94.7182,94.6731,138.978,138.4204
2024-12-30,79.5803,80.1514,115.5914,113.0452,97.3889,97.0249,143.5547,143.2653
2024-12-31,80.071,81.1602,115.4884,112.9584,97.7502,97.7834,142.429,142.5032
2025-01-01,79.903,80.7115,115.4554,112.9084,97.5592,97.4132,140.8629,141.2896
2025-01-02,80.426,81.4887,116.5088,114.2348,98.3363,97.8831,142.0146,142.3145
2025-01-03,79.3618,80.5313,115.7463,113.1725,96.822,96.6875,140.1573,140.8063
2025-01-06,79.7476,80.3858,115.4477,112.447,96.7538,96.3402,139.2781,139.2311
2025-01-07,79.6931,80.3136,115.858,113.7799,97.0893,96.3545,140.7928,140.8539
2025-01-08,79.9626,81.2967,115.4652,112.7381,97.6553,97.2313,141.1514,142.0254
2025-01-09,80.9694,81.9695,116.6256,113.767,98.0365,97.5827,142.3332,141.7824
2025-01-10,81.0962,81.9207,117.1751,113.4313,97.5321,97.3603,142.0198,142.0142
2025-01-13,82.1037,82.7597,117.8053,115.2865,96.7905,96.6892,142.1409,141.9576
2025-01-14,81.9308,82.7025,117.158,114.439,95.7441,95.3764,141.5683,141.8207
2025-01-15,83.2469,83.8438,118.3851,115.6151,95.3584,94.9491,141.6337,141.9994
2025-01-16,84.4566,85.6064,119.8669,116.857,98.1519,97.6978,144.3603,145.2023
2025-01-17,83.7625,84.4992,118.7072,115.65,97.2454,96.9186,144.6143,145.1902
2025-01-20,83.2842,84.488,118.3491,115.3603,95.9386,95.7426,142.9341,142.8835
2025-01-21,84.6138,85.3801,121.7146,118.8048,96.6299,96.3803,145.0121,145.2014
2025-01-22,84.8473,85.3893,121.2208,118.3478,97.3461,96.8832,146.222,146.5567
2025-01-23,85.565,86.318,122.2458,119.0456,98.1025,98.0038,150.0121,150.4502
2025-01-24,85.1057,85.2883,121.6239,118.9499,97.3842,96.7507,150.9122,152.0737
2025-01-27,86.0607,86.9063,122.696,119.6528,98.2456,98.5671,151.1873,151.7375
2025-01-28,86.6898,87.4819,122.6525,119.5082,98.3371,98.1344,151.139,150.8167
2025-01-29,87.1151,88.1674,123.1564,120.259,98.9142,98.0722,152.1644,152.2483
2025-01-30,88.7566,89.0246,124.6589,121.1664,100.8028,100.2719,154.054,154.3586
2025-01-31,88.251,89.3556,124.4861,121.5543,101.1805,100.7551,155.211,155.1034
2025-02-03,87.0008,88.0628,123.1789,119.6867,100.0146,99.3359,155.5237,155.7025
2025-02-04,86.4939,87.66,122.8307,119.4721,100.3336,99.3104,153.7535,152.5477
2025-02-05,86.4372,87.3122,123.0581,119.3456,100.4389,99.5412,154.0312,154.1899
2025-02-06,85.2216,86.3371,120.7011,117.8046,98.1162,97.7741,151.457,151.1733
2025-02-07,85.7271,86.2071,120.8669,118.6108,98.0359,97.0509,152.4576,152.394
2025-02-10,85.7179,86.7764,119.8612,117.096,96.9937,96.1617,151.5827,152.3043
2025-02-11,86.0155,86.7586,121.3743,118.8231,97.9624,97.7211,154.554,154.0113
2025-02-12,84.0735,84.5907,119.2792,117.3396,95.3973,94.9911,150.6533,150.9875
2025-02-13,83.9312,84.5274,118.7315,116.106,94.5851,94.0897,147.225,148.0934
2025-02-14,82.7796,83.6635,116.5481,113.5997,93.3004,92.8166,143.2863,144.1302
2025-02-17,82.243,82.9411,114.8381,112.1003,93.4245,92.6836,141.8132,142.0255
2025-02-18,81.7504,82.807,115.6092,112.9427,92.5848,92.487,141.8362,143.4103
2025-02-19,81.9597,82.4508,114.1613,111.3979,91.8846,91.4425,142.3387,143.1882
2025-02-20,81.8976,82.3304,114.4104,111.5497,91.4071,91.0418,141.7763,142.4197
2025-02-21,81.7054,82.9929,113.5955,111.308,91.7111,91.6154,140.204,141.1883
2025-02-24,82.4183,83.5396,114.145,111.8637,91.6339,91.3617,139.3384,140.3784
2025-02-25,81.9474,82.5575,112.112,109.1054,90.4354,90.1453,136.37,137.2856
2025-02-26,82.6756,83.5538,112.6036,109.8222,91.4652,90.7549,137.0828,138.5441
2025-02-27,83.1738,84.2962,115.076,112.1665,92.4355,92.3347,137.6335,138.8387
2025-02-28,83.5161,84.5059,114.7549,112.2427,92.7149,92.5604,138.7466,140.2751
2025-03-03,84.1948,85.124,116.1407,113.7571,93.1959,92.8672,138.2959,139.8119
2025-03-04,84.4076,85.5611,115.6364,113.7869,93.4079,92.9572,138.3769,140.3837
2025-03-05,85.923,86.6347,117.6847,114.6921,95.2633,95.1081,140.5642,141.8851
2025-03-06,86.0416,86.9217,117.4211,114.4565,94.8674,94.8531,141.4049,142.47
2025-03-07,85.4031,86.2971,117.19,114.5631,94.517,94.4111,141.0002,141.6974
2025-03-10,85.4614,86.232,115.7581,112.7823,94.4774,94.7589,141.1648,143.389
2025-03-11,84.773,85.5538,115.4742,112.6077,93.6437,93.6643,138.8942,140.6222
2025-03-12,84.5144,85.3545,114.0921,111.1708,92.8671,92.7133,137.6821,138.9683
2025-03-13,84.2295,85.0268,113.8894,110.1328,92.3849,92.4531,136.3288,138.6945
2025-03-14,84.7194,85.185,113.6566,110.8291,92.4419,92.3203,134.9406,137.2474
2025-03-17,84.6338,85.5603,113.0817,110.2127,92.6114,92.5089,135.7216,136.8484
2025-03-18,84.4148,84.9216,114.2567,111.7413,92.9499,93.1718,137.5912,138.9924
2025-03-19,84.0566,84.7513,113.4882,110.5982,92.5689,92.1594,136.116,137.8892
2025-03-20,85.4666,86.0825,115.2466,111.8872,94.2755,94.0127,137.2335,138.6043
2025-03-21,86.337,87.1201,116.7313,113.5633,95.0293,95.0887,137.579,139.3154
2025-03-24,86.1047,86.1793,116.0783,112.3639,95.0191,94.8043,135.7515,137.8997
2025-03-25,85.2035,86.069,115.4234,111.9836,94.6078,94.1607,134.7044,136.079
2025-03-26,85.1225,85.618,115.7286,112.9275,94.9526,94.1737,134.9047,137.0103
2025-03-27,84.9776,85.9754,116.9303,113.7204,94.7769,93.8975,135.1489,137.5074
2025-03-28,83.732,84.3351,115.6219,112.8881,93.5813,93.9366,133.2851,135.3537
2025-03-31,83.9427,84.6387,115.9434,112.179,93.6077,93.516,131.5817,133.5077
2025-04-01,84.1382,85.3362,116.1043,112.9481,94.1354,93.6882,131.2939,133.0856
2025-04-02,83.1942,83.8309,115.1405,111.9958,93.7568,93.5792,130.941,133.2672
2025-04-03,83.2476,84.2221,115.675,112.9701,93.6526,93.1331,130.0755,131.6124
2025-04-04,81.7254,82.3925,114.3829,111.5557,91.8806,91.5782,127.9751,130.1406
2025-04-07,83.3449,84.096,115.4004,112.6066,92.2814,91.8478,129.6125,131.7877
2025-04-08,83.8165,84.4856,116.3508,113.825,94.3065,93.6251,130.6714,133.4231
2025-04-09,83.5567,84.3825,115.8591,112.6885,93.7117,92.9176,131.1561,133.1799
2025-04-10,84.2663,84.6558,115.6469,113.1235,94.796,94.1298,129.8379,132.0398
2025-04-11,82.5428,82.8965,112.4511,109.2848,92.7466,92.8039,128.5168,130.2675
2025-04-14,81.9828,82.4137,111.9296,108.7242,92.0461,91.5348,127.5522,129.9398
2025-04-15,81.552,82.1507,111.7562,109.1663,91.9721,91.8592,127.4449,129.5935
2025-04-16,80.7813,81.3544,110.9349,107.6067,90.8394,90.9476,126.9912,128.8529
2025-04-17,81.6298,82.399,110.5244,107.9712,90.7441,90.5757,127.5889,129.5553
2025-04-18,82.8227,83.803,112.8519,110.1462,93.0309,92.7269,129.5072,132.0141
2025-04-21,81.9098,82.2977,111.5895,109.2078,92.3531,92.1231,128.9505,130.6291
2025-04-22,81.0946,81.5715,110.3271,107.6522,92.0442,91.5588,129.2172,130.8777
2025-04-23,81.5592,81.8263,110.6604,107.9909,93.0942,92.9689,129.3071,131.7702
2025-04-24,82.8076,83.9536,112.3165,109.7537,94.1985,94.3681,130.7122,132.8209
2025-04-25,81.4348,82.1842,109.9324,107.1061,93.4164,93.4024,130.2484,132.6407
2025-04-28,81.7535,82.5567,110.527,107.5876,93.3982,92.448,130.4105,132.3023
2025-04-29,82.6815,83.073,112.1651,109.5778,94.2971,93.917,132.8047,134.8621
2025-04-30,81.273,82.0004,110.6174,107.8742,92.6723,92.4401,132.0376,133.9919
2025-05-01,80.1268,80.9928,108.9337,106.2006,91.946,91.8107,129.8564,132.2086
2025-05-02,79.3842,80.0964,107.7175,105.1527,91.4086,90.612,129.413,131.7166
2025-05-05,79.0361,80.0757,107.3577,105.3222,90.9447,90.1014,128.7849,131.086
2025-05-06,79.3313,80.6748,108.5983,105.8204,91.4615,91.4818,128.611,130.3143
2025-05-07,79.5862,80.1056,108.7142,106.0061,92.4758,91.928,128.1617,129.7358
2025-05-08,78.1639,78.6779,106.102,103.0947,90.2366,89.5143,125.7103,127.9548
2025-05-09,78.3402,78.9058,106.4792,103.985,90.7102,90.0666,127.0947,129.5734
2025-05-12,77.968,79.1298,106.2334,103.952,90.3527,90.1727,127.1659,129.4776
2025-05-13,79.2481,80.2892,107.692,105.415,91.1035,90.5953,129.0548,130.8987
